FBXL16	5.090173777154632
CAB39L	5.082362201539112
GPRC5C	4.3249735944185606
RHOB	4.243918178282676
FAM234B	4.067361348572592
TMEM99	3.8108973516676072
TMEM150A	3.7269463191022307
DEPTOR	3.7101898418537314
PTK6	3.6580741905751353
MT.CO3	3.505575974257578
MPV17	3.4555122053268743
TMEM106B	3.3782317549425764
CTSF	3.3702833741367684
EBPL	3.274564150574011
SUGT1	3.248609285947929
RNF152	3.195194352474989
SERINC3	3.1895089891533757
PPFIA3	3.111012646732716
VPS36	3.0992378750987704
CCDC126	3.094805395286274
SC5D	3.079791862650724
SERINC2	3.066334411480274
RNF170	3.0133892726257803
SNX13	3.011993303973558
DALRD3	2.998733066966621
SUCLA2	2.967978818930162
FSIP2	2.9417220671907542
RNF103	2.9376303819629075
EPB41L5	2.928725189238386
PRKAA1	2.9143757601858282
VWA8	2.88686432122285
ISPD	2.883908400572498
JHDM1D.AS1	2.8210525239773374
YPEL5	2.8041558364261308
CRIP2	2.7997030965887917
TMED3	2.7434474426993534
REXO2	2.7099880411329687
LMX1B	2.687619825898181
CD46	2.6863717235988283
KBTBD7	2.6725995915771743
OSER1.AS1	2.656006744959599
PDZD2	2.6490426136853693
ZNF273	2.6477576240454384
COPS2	2.5822647466632263
ZNF280D	2.5754301663423615
FBXL8	2.568550027081697
MIR590	2.5549770245401007
MIR4458HG	2.5522810275523375
PCDH1	2.5427777715442197
AHRR	2.537514540921629
UFM1	2.533598577592144
SLC35F5	2.522717588796774
HIBADH	2.5078681289896214
MT.ND3	2.4878234342275225
NEIL1	2.483904589689876
RNF11	2.4679604015528516
PEX11A	2.4652672810442358
ZSCAN31	2.462617105900893
MEST	2.4426775673795627
KLHL31	2.3773506098105797
KLF9	2.3733213309894343
MAN1B1.AS1	2.361754548565727
SIAE	2.3397174907053033
COG3	2.334647542552115
TSC22D1	2.3267468749060396
RCOR3	2.3256110141898163
ADIPOR1	2.320422705091367
SLC48A1	2.3190850466021797
LAPTM4A	2.311322651404936
PHLDA1	2.306116705633998
APOOL	2.297498986008083
BCAP29	2.294686666739485
KIAA1324	2.2881473899477065
MEAF6	2.2770372252467532
SPOPL	2.276846691855144
TOMM7	2.276807072327005
STX1A	2.270480134249711
SECISBP2L	2.259011872858868
INHBB	2.2563414815805642
RB1	2.2538995670633715
HTR7P1	2.2501549509645544
RCBTB1	2.2364253908821223
SPRYD7	2.2351169071087575
ATRAID	2.2337527298602096
LMBRD2	2.233745303109659
ETFRF1	2.229954722503348
NIPAL2	2.229942368220387
GAMT	2.2286046790288694
SSFA2	2.2273636851695895
HOMER2	2.2223128318334746
BLCAP	2.22120805853944
FITM2	2.2023124640679277
